"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
93808,Audio,"Cinnyris sovimanga sovimanga","Souimanga Sunbird (Yellow-bellied)",,"Tom Schulenberg",10/11/1989,1989,10,11,555,Madagascar,MG-U,Toliara,,"Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)",-24.7833,47.2,20,,Song,Unspecified,,,,"SONY TCM-5000","Sennheiser ME 80",,,,,,,,,,,,"Cinnyris sovimanga",sousun5,Group,29301.0,,,3.0,4,committed,archive,"https://ebird.org/profile/MTM1NjE3",,,"https://macaulaylibrary.org/asset/93808",,"https://ebird.org/species/sousun2",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",sousun2
93805,Audio,"Newtonia brunneicauda","Common Newtonia","Terpsiphone mutata -- Madagascar Paradise-Flycatcher","Tom Schulenberg",10/11/1989,1989,10,11,520,Madagascar,MG-U,Toliara,,"Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)",-24.7833,47.2,20,,Song,Used,Yes,,,"SONY TCM-5000","Sennheiser ME 80",,,,,,,,,,,,"Newtonia brunneicauda",comnew1,Species,17865.0,,,3.0,4,committed,"archive; playback","https://ebird.org/profile/MTM1NjE3",,,"https://macaulaylibrary.org/asset/93805",,"https://ebird.org/species/comnew1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",comnew1
93799,Audio,"Empidonax flaviventris","Yellow-bellied Flycatcher","Empidonax alnorum -- Alder Flycatcher; Mniotilta varia -- Black-and-white Warbler; Cardellina canadensis -- Canada Warbler; Geothlypis trichas -- Common Yellowthroat; Zonotrichia albicollis -- White-throated Sparrow; Sphyrapicus varius -- Yellow-bellied Sapsucker","Matthew D. Medler",5/31/1998,1998,5,31,638,"United States",US-NY-033,"New York",Franklin,"Spring Pond Bog Preserve; Esker Interpretive Trail",44.3734,-74.5017,,Adult – 1,Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Forest, Coniferous Forest, Deciduous Forest, Mixed Coniferous/Deciduous.",,,,,"Empidonax flaviventris",yebfly,Species,15665.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93799",,"https://ebird.org/species/yebfly",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",yebfly
93796,Audio,"Catharus ustulatus","Swainson's Thrush",,"Matthew D. Medler",5/30/1998,1998,5,30,0,"United States",US-NY-033,"New York",Franklin,"Spring Pond Bog Preserve; Esker Interpretive Trail",44.3734,-74.5017,,Adult – 1,Call,Unspecified,,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Forest, Coniferous Forest, Deciduous Forest, Mixed Coniferous/Deciduous.",,,,,"Catharus ustulatus",swathr,Species,27764.0,,,3.0,4,committed,archive,"https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93796",,"https://ebird.org/species/swathr",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",swathr
93787,Audio,"Leiothlypis ruficapilla","Nashville Warbler",,"Matthew D. Medler",5/30/1998,1998,5,30,646,"United States",US-NY-033,"New York",Franklin,"Bloomingdale Bog; north of County Route 55",44.4146,-74.1238,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,,,,,,"Leiothlypis ruficapilla",naswar,Species,32701.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93787",,"https://ebird.org/species/naswar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",naswar
93780,Audio,"Setophaga coronata coronata","Yellow-rumped Warbler (Myrtle)","Pipilo erythrophthalmus -- Eastern Towhee; Dumetella carolinensis -- Gray Catbird; Seiurus aurocapilla -- Ovenbird","Matthew D. Medler",5/20/1998,1998,5,20,632,"United States",US-NY-109,"New York",Tompkins,"Connecticut Hill Wildlife Management Area",,,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"NOTES: Same individual as LNS 93778. Same subject(s) as LNS 93778.",,,,,"Setophaga coronata",myrwar,Group,31815.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93780",,"https://ebird.org/species/yerwar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",yerwar
93778,Audio,"Setophaga coronata coronata","Yellow-rumped Warbler (Myrtle)","Poecile atricapillus -- Black-capped Chickadee; Seiurus aurocapilla -- Ovenbird","Matthew D. Medler",5/20/1998,1998,5,20,554,"United States",US-NY-109,"New York",Tompkins,"Connecticut Hill Wildlife Management Area",,,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"NOTES: LNS- Same individual as LNS 93780. Same subject(s) as LNS 93780.",,,,,"Setophaga coronata",myrwar,Group,31815.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93778",,"https://ebird.org/species/yerwar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",yerwar
93776,Audio,"Setophaga ruticilla","American Redstart",,"Matthew D. Medler",5/19/1998,1998,5,19,645,"United States",US-NY-117,"New York",Wayne,"Galen; west side of Armitage Rd. bridge over Erie Canal",43.0208,-76.8,115,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Forest, Deciduous Forest.",,,,,"Setophaga ruticilla",amered,Species,31731.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93776",,"https://ebird.org/species/amered",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",amered
93773,Audio,"Vireo solitarius","Blue-headed Vireo",,"Matthew D. Medler",5/16/1998,1998,5,16,838,"United States",US-NY-109,"New York",Tompkins,"Connecticut Hill Wildlife Management Area",42.354,-76.6835,,Adult – 1,Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Other Behaviors: Subsong. Habitat: Forest, Coniferous Forest, Deciduous Forest, Mixed Coniferous/Deciduous.",,,,,"Vireo solitarius",buhvir,Species,19196.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93773",,"https://ebird.org/species/buhvir",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",buhvir
93770,Audio,"Cyanocitta cristata","Blue Jay","Poecile atricapillus -- Black-capped Chickadee; Seiurus aurocapilla -- Ovenbird","Matthew D. Medler",5/16/1998,1998,5,16,628,"United States",US-NY-109,"New York",Tompkins,"Connecticut Hill Wildlife Management Area",42.354,-76.6835,,Adult – 1,Call,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Forest, Coniferous Forest, Deciduous Forest, Mixed Coniferous/Deciduous.",,,,,"Cyanocitta cristata",blujay,Species,20207.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93770",,"https://ebird.org/species/blujay",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",blujay
93768,Audio,"Corvus brachyrhynchos","American Crow","Seiurus aurocapilla -- Ovenbird","Matthew D. Medler",5/16/1998,1998,5,16,615,"United States",US-NY-109,"New York",Tompkins,"Connecticut Hill Wildlife Management Area",42.354,-76.6835,,Unknown – 2,Call,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,,,,,,"Corvus brachyrhynchos",amecro,Species,20471.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93768",,"https://ebird.org/species/amecro",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",amecro
93767,Audio,"Setophaga discolor","Prairie Warbler","Spizella passerina -- Chipping Sparrow","Matthew D. Medler",5/15/1998,1998,5,15,823,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,"Adult Male – 1","Call; Foraging or Eating; Song","Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Grassland, Second-growth.",,,,,"Setophaga discolor",prawar,Species,32879.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93767",,"https://ebird.org/species/prawar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",prawar
93765,Audio,"Setophaga discolor","Prairie Warbler","Setophaga pensylvanica -- Chestnut-sided Warbler; Spizella pusilla -- Field Sparrow","Matthew D. Medler",5/15/1998,1998,5,15,749,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Grassland, Second-growth.",,,,,"Setophaga discolor",prawar,Species,31834.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93765",,"https://ebird.org/species/prawar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",prawar
93764,Audio,"Spizella pusilla","Field Sparrow","Poecile atricapillus -- Black-capped Chickadee; Geothlypis trichas -- Common Yellowthroat; Passerina cyanea -- Indigo Bunting; Sphyrapicus varius -- Yellow-bellied Sapsucker","Matthew D. Medler",5/15/1998,1998,5,15,713,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,Adult – 1,Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"This entire recording contains the songs of only one individual. As indicated in the notes on tape, I did in fact try to record the nearby ""dueling"" bird, but was not successful in obtaining a good recording.  Thus, this entire cut is from one bird over the course of approximately 30 minutes. Habitat: Grassland, Second-growth.",,,,,"Spizella pusilla",fiespa,Species,30710.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93764",,"https://ebird.org/species/fiespa",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",fiespa
93762,Audio,"Passerina cyanea","Indigo Bunting","Pipilo erythrophthalmus -- Eastern Towhee; Spizella pusilla -- Field Sparrow","Matthew D. Medler",5/15/1998,1998,5,15,639,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Grassland.",,,,,"Passerina cyanea",indbun,Species,32239.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93762",,"https://ebird.org/species/indbun",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",indbun
93760,Audio,"Dolichonyx oryzivorus",Bobolink,"Poecile atricapillus -- Black-capped Chickadee; Dolichonyx oryzivorus -- Bobolink; Pipilo erythrophthalmus -- Eastern Towhee; Spizella pusilla -- Field Sparrow; Empidonax minimus -- Least Flycatcher; Melospiza melodia -- Song Sparrow","Matthew D. Medler",5/15/1998,1998,5,15,618,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,"Adult Male – 1",,Unspecified,,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"NOTES: [Ten songs of two different song-types (the song at 1:12 differs from the others) and nine ""Chunk"" Calls in the first part and 24 ""Chunk"" Calls in the second.  Despite voice notes that this was a different bird than that in LNS #93759, both song types in these two recordings are shared.  Quality added (2-1, 2) - CAM - 12 October 2005]. Habitat: Grassland.",,,,,"Dolichonyx oryzivorus",boboli,Species,31256.0,,,3.0,4,committed,archive,"https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93760",,"https://ebird.org/species/boboli",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",boboli
93758,Audio,"Agelaius phoeniceus [phoeniceus Group]","Red-winged Blackbird (Red-winged)","Dolichonyx oryzivorus -- Bobolink","Matthew D. Medler",5/15/1998,1998,5,15,552,"United States",US-NY-097,"New York",Schuyler,"Arnot Forest; Irish Hill",42.2774,-76.6645,,"Adult Male – 1","Call; Song","Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Grassland.",,,,,"Agelaius phoeniceus",rewbla1,Group,31461.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93758",,"https://ebird.org/species/rewbla",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",rewbla
93757,Audio,"Baeolophus bicolor","Tufted Titmouse","Geothlypis trichas -- Common Yellowthroat; Setophaga petechia -- Yellow Warbler","Matthew D. Medler",5/13/1998,1998,5,13,802,"United States",US-NY-109,"New York",Tompkins,"Salmon Creek Bird Sanctuary",42.6057,-76.5355,,Unknown – 2,Call,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Riparian.",,,,,"Baeolophus bicolor",tuftit,Species,21896.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93757",,"https://ebird.org/species/tuftit",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",tuftit
93755,Audio,"Setophaga cerulea","Cerulean Warbler","Pheucticus ludovicianus -- Rose-breasted Grosbeak; Setophaga petechia -- Yellow Warbler","Matthew D. Medler",5/13/1998,1998,5,13,748,"United States",US-NY-109,"New York",Tompkins,"Salmon Creek Bird Sanctuary",42.6057,-76.5355,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Riparian.",,,,,"Setophaga cerulea",cerwar,Species,31734.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93755",,"https://ebird.org/species/cerwar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",cerwar
93752,Audio,"Icterus galbula","Baltimore Oriole",,"Matthew D. Medler",5/13/1998,1998,5,13,601,"United States",US-NY-109,"New York",Tompkins,"Town of Lansing; Salt Point",42.5401,-76.5485,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Lake.",,,,,"Icterus galbula",balori,Species,31451.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93752",,"https://ebird.org/species/balori",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",balori
93751,Audio,"Icterus galbula","Baltimore Oriole","Icterus galbula -- Baltimore Oriole; Melospiza melodia -- Song Sparrow; Setophaga petechia -- Yellow Warbler","Matthew D. Medler",5/13/1998,1998,5,13,556,"United States",US-NY-109,"New York",Tompkins,"Town of Lansing; Salt Point",42.5401,-76.5485,,,"Call; Song","Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Number of individuals=AM0+;. Habitat: Creek, Lake.",,,,,"Icterus galbula",balori,Species,31451.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93751",,"https://ebird.org/species/balori",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",balori
93749,Audio,"Icterus galbula","Baltimore Oriole","Icterus galbula -- Baltimore Oriole; Megaceryle alcyon -- Belted Kingfisher; Setophaga petechia -- Yellow Warbler","Matthew D. Medler",5/13/1998,1998,5,13,549,"United States",US-NY-109,"New York",Tompkins,"Town of Lansing; Salt Point",42.5401,-76.5485,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Lake.",,,,,"Icterus galbula",balori,Species,31451.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93749",,"https://ebird.org/species/balori",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",balori
93748,Audio,"Icterus galbula","Baltimore Oriole","Corvus brachyrhynchos -- American Crow; Turdus migratorius -- American Robin; Icterus galbula -- Baltimore Oriole; Vireo gilvus -- Warbling Vireo","Matthew D. Medler",5/13/1998,1998,5,13,537,"United States",US-NY-109,"New York",Tompkins,"Town of Lansing; Salt Point",42.5401,-76.5485,,"Adult Male – 1",Song,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Lake.",,,,,"Icterus galbula",balori,Species,31451.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93748",,"https://ebird.org/species/balori",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",balori
93747,Audio,"Agelaius phoeniceus [phoeniceus Group]","Red-winged Blackbird (Red-winged)",,"Matthew D. Medler",5/13/1998,1998,5,13,530,"United States",US-NY-109,"New York",Tompkins,"Town of Lansing; Salt Point",42.5401,-76.5485,,"Adult Male – 1",Call,"Not Used",,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,"Habitat: Creek, Lake.",,,,,"Agelaius phoeniceus",rewbla1,Group,31461.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93747",,"https://ebird.org/species/rewbla",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",rewbla
93745,Audio,"Spizella passerina","Chipping Sparrow","Dumetella carolinensis -- Gray Catbird; Melospiza melodia -- Song Sparrow","Matthew D. Medler",5/7/1998,1998,5,7,815,"United States",US-NY-097,"New York",Schuyler,"Connecticut Hill Wildlife Management Area",42.3545,-76.6926,,Adult – 1,,Unspecified,,,,"HHB PORTADAT PDR 1000","Sennheiser MKH 20","Roche Parabola 74cm/17.7cm (29.1in/7in)",,,,,,,,,,,"Spizella passerina",chispa,Species,30697.0,,,3.0,4,committed,archive,"https://ebird.org/profile/MTcxMzg",,,"https://macaulaylibrary.org/asset/93745",,"https://ebird.org/species/chispa",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chispa
93740,Audio,"Strix occidentalis x varia","Spotted x Barred Owl (hybrid)",,"J. R. Fletcher",8/4/1998,1998,8,4,415,"United States",US-WA-041,Washington,Lewis,"10.0 km E of Packwood , Goat Rocks Wilderness",46.6333,-121.5333,874,Adult – 1,Call,Used,,,,"MARANTZ UNSPECIFIED CASSETTE MODEL","Sennheiser ME 66",,,,,,,"NOTES: Called by human imitation of spotted owl; no response to barred owl imitation. Habitat: Forest, Coniferous Forest, Lake.",,,,,"Strix occidentalis x varia",x00439,Hybrid,8636.0,"Robert Pearson",,3.0,4,committed,"archive; playback",,,,"https://macaulaylibrary.org/asset/93740",,,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",x00439
93695,Audio,"Aves sp.","bird sp.",,"Linda Macaulay",10/2/1998,1998,10,2,0,Madagascar,MG,,,"Perinet  -  Madandia NP",-19.0,48.5,865,Unknown – 1,,Unspecified,,,,,,,,S38793583,,,,"NOTES: Tech Note: HPF@250Hz. mf   Notes: Probably a bulbul.",,,,,"Aves sp.",bird1,Spuh,34339.0,,,3.0,4,committed,archive,"https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93695","https://ebird.org/view/checklist/S38793583",,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",bird1
93694,Audio,"Acrocephalus newtoni","Madagascar Swamp Warbler",,"Linda Macaulay",10/2/1998,1998,10,2,1055,Madagascar,MG,,,"Perinet  -  Madandia Np",-19.0,48.5,865,Unknown – 1,Song,"Not Used",,,,,,,,S38793583,,,,"NOTES: Tech Note: HPF@0Hz. mf. Habitat: Rural, Active Agricultural, Edge.",,,,,"Acrocephalus newtoni",maswar1,Species,23973.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93694","https://ebird.org/view/checklist/S38793583","https://ebird.org/species/maswar1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",maswar1
93693,Audio,"Newtonia amphichroa","Dark Newtonia",,"Linda Macaulay",10/2/1998,1998,10,2,830,Madagascar,MG,,,Perinet,-19.0,48.5,865,Adult – 1,Call,Used,,,,,,,,S38793583,,,,"NOTES: Tech Note: HPF@ 0Hz. mf. Habitat: Forest, Thicket/Brush.",,,,,"Newtonia amphichroa",darnew1,Species,17868.0,,,3.0,4,committed,"archive; playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93693","https://ebird.org/view/checklist/S38793583","https://ebird.org/species/darnew1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",darnew1
93692,Audio,"Polyboroides radiatus","Madagascar Harrier-Hawk","Indri indri -- indri","Linda Macaulay",10/2/1998,1998,10,2,820,Madagascar,MG,,,Perinet,-19.0,48.5,865,Immature – 1,Call,"Not Used",,,,,,,,S38793583,,,,"NOTES: Tech Note: HPF@0Hz. mf. Other Behaviors: Beg. Habitat: Forest.",,,,,"Polyboroides radiatus",mahhaw1,Species,7318.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93692","https://ebird.org/view/checklist/S38793583","https://ebird.org/species/mahhaw1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",mahhaw1
93686,Audio,"Nesillas typica","Madagascar Brush-Warbler",,"Linda Macaulay",10/2/1998,1998,10,2,610,Madagascar,MG,,,Perinet,-19.0,48.5,,Unknown – 1,Call,"Not Used",,,,,,,,S38793583,,,,"NOTES: Tech Note: HPF@250Hz. mf. Habitat: Forest, River, Riparian, Edge.",,,,,"Nesillas typica",madbrw1,Species,23888.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93686","https://ebird.org/view/checklist/S38793583","https://ebird.org/species/madbrw1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",madbrw1
93685,Audio,"Terpsiphone mutata","Madagascar Paradise-Flycatcher",,"Linda Macaulay",10/1/1998,1998,10,1,830,Madagascar,MG,,,Ifaty,-23.0833,43.6667,,,"Call; Song",Unspecified,,,,,,,,S38793474,,,,"NOTES: Tech Note: HPF@250Hz. mf. Number of individuals=UU2-3;. Habitat: Forest, Deciduous Forest.",,,,,"Terpsiphone mutata",mapfly1,Species,19830.0,,,3.0,4,committed,archive,"https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93685","https://ebird.org/view/checklist/S38793474","https://ebird.org/species/mapfly1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",mapfly1
93684,Audio,"Centropus toulou","Madagascar Coucal",,"Linda Macaulay",10/1/1998,1998,10,1,830,Madagascar,MG,,,Ifaty,-23.0833,43.6667,,Unknown – 2,Call,Used,,,,,,,,S38793474,,,,"NOTES: Tech Note: HPF@0Hz. mf. Response to playback: Approach. Response to playback: Different song.",,,,,"Centropus toulou",madcou1,Species,3018.0,,,3.0,4,committed,"archive; playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93684","https://ebird.org/view/checklist/S38793474","https://ebird.org/species/madcou1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",madcou1
93680,Audio,"Xenopirostris xenopirostris","Lafresnaye's Vanga",,"Linda Macaulay",10/1/1998,1998,10,1,710,Madagascar,MG,,,Ifaty,-23.0833,43.6667,,Unknown – 2,Call,Used,,,,,,,,S38793474,,,,"NOTES: Tech Note: HPF@250Hz. mf   LNS Note: Unbroken cut with internal recordist announcement gain change. JN 22Sep2005. Response to playback: Approach. Habitat: Forest, Deciduous Forest.",,,,,"Xenopirostris xenopirostris",lafvan1,Species,17899.0,,,3.0,4,committed,"archive; playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93680","https://ebird.org/view/checklist/S38793474","https://ebird.org/species/lafvan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",lafvan1
93679,Audio,"Vanga curvirostris cetera","Hook-billed Vanga (Black-crowned)",,"Linda Macaulay",10/1/1998,1998,10,1,0,Madagascar,MG,,,Ifaty,-23.0833,43.6667,,Adult – 1,Call,Used,,,,,,,,S38793474,,,,"NOTES: Tech Note: HPF@250Hz. mf   LNS Note: Unbroken cut with handling noise gain change. JN 22Sep2005. Habitat: Forest, Deciduous Forest.",,,,,"Vanga curvirostris",hobvan3,Group,19107.0,,,3.0,4,committed,"archive; playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93679","https://ebird.org/view/checklist/S38793474","https://ebird.org/species/hobvan1",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",hobvan1
93677,Audio,"Aves sp.","bird sp.",,"Linda Macaulay",10/1/1998,1998,10,1,700,Madagascar,MG,,,Ifaty,-23.0833,43.6667,,Unknown – 1,Call,"Not Used",,,,,,,,S38793474,,,,"NOTES: Tech Note: HPF@250Hz. mf. Habitat: Forest, Deciduous Forest.",,,,,"Aves sp.",bird1,Spuh,34339.0,,,3.0,4,committed,"archive; no_playback","https://ebird.org/profile/NDI5MTM3",,,"https://macaulaylibrary.org/asset/93677","https://ebird.org/view/checklist/S38793474",,false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",bird1
